ID,RA,DEC,CLASS_STAR,ELLIPTICITY,ELONGATION,FLUX_RADIUS,FWHM,ISOarea,KRON_RADIUS,MU_MAX,A,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,r_aper_6,r_petro,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto
iDR3.SPLUS-s27s34.002098,53.42965477869386,-35.51259355981263,0.042049237,0.045987666,1.0482045,"[1.7671915,3.0850494,4.9519086,7.639756]",8.637392,5,8.607195,18.336697,1.4778887,21.050236,0.5118448,21.130796,0.4948644,20.983557,0.7764087,99.0,20.80195,21.219322,0.8732078,99.0,21.81472,21.187384,1.0797746,22.037197,0.9965527,22.669065,21.887503,20.91614,0.3925676,20.916851,0.4604571,21.39807,1.5529306,19.33914,0.20050514
iDR3.SPLUS-s27s34.002099,53.410419402765854,-35.512308645735935,0.032769907,0.18474114,1.2266043,"[1.2825083,2.2011185,2.7577317,5.134883]",7.7805734,5,6.6234775,18.184185,1.4412334,99.0,21.470964,99.0,21.615349,99.0,20.651947,20.908812,0.4654956,23.542046,5.0948772,22.528553,1.232322,21.949091,1.5012372,21.311722,0.35341138,21.251764,21.450459,20.88358,0.26371118,20.956425,0.32987446,20.466734,0.45543376,20.587843,0.4360047
iDR3.SPLUS-s27s34.002101,55.09676094029977,-35.51198165772551,0.4777729,0.53010416,2.1281312,"[1.3839828,2.865162,4.0324135,5.535447]",7.73141,2,6.5390034,18.208385,1.8864747,99.0,21.470964,20.823717,0.25973573,99.0,20.651947,99.0,20.80195,20.211884,0.23952292,21.257801,0.37868533,20.547806,0.41002315,20.868704,0.2284912,21.10005,20.883694,22.545856,1.1749256,20.953617,0.3201434,20.778042,0.5991888,21.042921,0.65496033
iDR3.SPLUS-s27s34.002113,53.43426836073462,-35.51164058637879,0.3888804,0.13583076,1.1571808,"[1.3845903,3.4587142,4.4920864,5.9887743]",7.235309,2,8.965223,18.053474,1.3025818,23.139885,3.0686035,24.167252,7.0625405,99.0,20.651947,20.981962,0.63042414,21.013153,0.6352142,21.89188,0.8727641,20.801405,0.66507465,21.871845,0.75124943,22.94333,21.763775,99.0,21.907152,21.497486,0.689269,99.0,20.858423,20.34086,0.4418118
iDR3.SPLUS-s27s34.002119,55.023405037865636,-35.511693499678096,0.22582161,0.4015569,1.6710027,"[1.176982,1.8273582,2.4765189,5.550205]",6.478092,6,6.770823,17.913721,1.4030983,21.921078,0.67560506,23.761223,3.2794414,21.396942,0.6755807,22.090992,1.168052,21.265257,0.53817886,99.0,21.81472,20.754122,0.42755693,21.709366,0.42576906,21.76843,21.761219,21.20959,0.29754835,20.863031,0.25425184,21.881401,1.4239017,20.56087,0.3625884
iDR3.SPLUS-s27s34.002163,53.42993713300975,-35.50995846477833,0.0014526524,0.033032954,1.0341614,"[1.4903862,2.887581,4.4360323,7.8132896]",6.180052,20,6.821857,17.5012,1.8026804,21.503387,0.75902784,22.812067,2.26236,20.739845,0.60774195,99.0,20.80195,20.911167,0.64407593,21.32442,0.5772165,21.171198,1.0404968,20.574926,0.25436154,20.71863,20.530195,20.399456,0.23913692,19.792757,0.16056183,19.173416,0.19685511,19.159327,0.16629702
iDR3.SPLUS-s27s34.002188,55.00194972291684,-35.509534314986645,0.028846376,0.09238845,1.1017929,"[1.3574072,2.6904263,3.626916,4.524916]",6.6176667,2,9.12042,18.449518,1.163593,99.0,21.470964,22.15889,1.0453312,99.0,20.651947,21.669243,1.100013,21.402426,0.8435744,22.324993,1.2079833,99.0,20.941126,21.22278,0.37791845,21.891033,23.591839,20.660551,0.2492754,21.225868,0.49190062,21.187695,1.0452648,21.056103,0.79393184
iDR3.SPLUS-s27s34.002208,53.564528780466254,-35.509086703722595,0.003616737,0.35224468,1.5437927,"[1.9333302,3.5019374,5.5774546,7.4797792]",11.75144,20,7.54061,17.65071,2.5424378,20.597424,0.42584515,21.099823,0.6055706,23.444986,9.409295,20.477613,0.5606473,20.262793,0.4510367,23.528782,5.577869,20.503838,0.7157004,20.214869,0.23147993,20.721245,19.911514,19.852755,0.18339747,19.674856,0.18279798,19.580484,0.36446387,19.008549,0.18465538
iDR3.SPLUS-s27s34.002224,54.498778002385855,-35.51026818538695,0.43118674,0.41535658,1.7104442,"[1.7494805,3.656456,7.107058,9.723112]",5.777388,3,7.5656066,18.019016,1.6205187,99.0,21.470964,99.0,21.615349,22.259645,1.9150413,99.0,20.80195,22.110527,1.4632733,21.901802,0.74149567,20.278744,0.34738582,22.182234,0.85015863,21.775108,22.285095,20.699299,0.24083391,20.478794,0.22791852,21.209362,0.97580236,19.82523,0.23445463
iDR3.SPLUS-s27s34.002228,54.533986756714256,-35.50998220450495,0.013235225,0.12515622,1.1430612,"[0.8262114,1.4636456,1.8668896,2.3044934]",4.3466454,12,7.3884044,17.413868,1.5316582,99.0,21.470964,23.40282,3.4209657,20.362757,0.37947235,22.35244,2.096785,99.0,21.161001,23.153458,2.636197,21.973715,1.8479098,21.113955,0.35811573,21.008438,21.636198,20.447308,0.21471907,20.231205,0.20402645,20.867184,0.80077666,20.925274,0.7241037
iDR3.SPLUS-s27s34.002233,53.726705542446744,-35.50897807354974,0.07220816,0.3087204,1.4465927,"[1.1538645,2.1145794,2.888746,5.175862]",5.4195237,4,6.5057774,18.008762,1.2971035,21.431335,0.4212361,99.0,21.615349,22.015095,1.1598344,20.994547,0.4124855,21.482908,0.6294219,24.470448,6.00048,21.457253,0.78011554,22.090054,0.5908985,21.545492,21.601398,21.561447,0.40182924,21.073326,0.29986426,20.572153,0.41323397,20.496344,0.3300028
iDR3.SPLUS-s27s34.002241,54.85669676501226,-35.508062435815475,0.38830623,0.33441877,1.5024462,"[1.3898754,2.7150044,4.919438,7.047928]",5.221097,2,7.4819946,18.067255,1.1746546,23.88406,4.119115,99.0,21.615349,99.0,20.651947,23.03752,2.7289374,21.963282,0.99783206,99.0,21.81472,20.92765,0.49125677,21.658243,0.40372536,21.693333,21.8768,22.20734,0.7375259,21.031729,0.29301512,20.514603,0.40088478,20.146055,0.24476366
iDR3.SPLUS-s27s34.002244,53.44894698785253,-35.50698269747197,0.042223886,0.22544712,1.2910674,"[1.4379953,2.6047654,3.5684247,4.682678]",5.81449,13,6.7101765,17.711971,1.9309593,99.0,21.470964,21.63921,0.7247897,99.0,20.651947,20.647087,0.48591,21.810667,1.3814012,21.323666,0.5421453,21.388083,1.1936381,20.947794,0.33662418,21.284172,21.47116,20.557083,0.2597707,20.529175,0.2964984,19.625404,0.28000256,19.844723,0.29325163
iDR3.SPLUS-s27s34.002258,53.48629498689806,-35.50656007809398,0.27428037,0.30098575,1.4305861,"[1.5562265,2.7435436,5.1748357,7.6481533]",8.6134,4,7.8576427,18.183157,1.7217724,99.0,21.470964,26.224897,49.069866,99.0,20.651947,21.617632,1.1786441,23.21443,5.0093646,23.099613,2.7702453,21.221952,1.0221206,21.325914,0.4751692,21.863344,21.31195,21.086668,0.42107236,20.775085,0.37069044,19.559343,0.2629144,19.711391,0.258817
iDR3.SPLUS-s27s34.002266,54.2846698064025,-35.50869926272631,0.029834753,0.4221866,1.7306626,"[1.7216777,3.2428367,4.2653418,5.1740084]",9.47301,2,9.41451,18.313448,2.081551,21.221985,0.7274927,99.0,21.615349,99.0,20.651947,21.139399,0.9672661,22.463129,3.198231,99.0,21.81472,20.05077,0.4440014,20.795885,0.37724167,21.34131,21.257427,22.159914,1.4595674,21.11783,0.6492805,20.857235,1.12095,20.55904,0.73049265
iDR3.SPLUS-s27s34.002274,53.72642798496796,-35.50740386015102,0.02128046,0.25329953,1.339225,"[1.2880126,2.150381,2.6794972,3.5656035]",8.843115,12,6.5582676,17.889988,1.7100226,21.722347,0.75287896,22.197403,1.0439196,99.0,20.651947,20.463161,0.34638187,21.831625,1.1836298,99.0,21.81472,99.0,20.941126,21.063131,0.3154921,21.15304,20.897928,22.253641,1.0391061,20.772476,0.31156316,20.548811,0.55396014,19.880472,0.25689736
iDR3.SPLUS-s27s34.002300,53.673773992800065,-35.506315042749165,0.046513196,0.18742025,1.2306485,"[1.4151752,2.6022074,3.6858013,4.9029994]",7.738323,4,7.2981505,18.360607,1.4358325,22.294353,1.2389064,99.0,21.615349,20.916567,0.56533384,21.021593,0.56367797,99.0,21.161001,99.0,21.81472,99.0,20.941126,21.226353,0.35712716,21.65488,21.456505,20.34832,0.17666097,20.594124,0.25863683,20.359713,0.4545421,20.075123,0.29981217
iDR3.SPLUS-s27s34.002308,53.47310049583801,-35.50493919234447,0.4778223,0.29644948,1.421362,"[1.1326286,1.7490094,2.255334,4.077839]",5.2729306,2,7.7572045,18.234499,1.0564423,99.0,21.470964,99.0,21.615349,99.0,20.651947,24.189066,7.6138434,99.0,21.161001,23.110327,1.698411,21.187275,0.60305524,22.096312,0.5864948,22.333763,22.975056,21.861261,0.5219071,22.26737,0.88798416,20.165844,0.27960747,20.956282,0.49389952
iDR3.SPLUS-s27s34.002310,54.18377881109429,-35.50735699275182,0.058221295,0.2908575,1.4101539,"[0.81732804,1.2542841,1.4874732,1.69336]",9.40763,5,7.1443367,18.285204,1.8660492,22.05067,1.1765387,21.7301,0.7855918,21.26526,0.92185736,21.312445,0.85681015,20.247932,0.31744385,99.0,21.81472,20.323004,0.43083358,21.560425,0.5754641,21.50722,21.642864,21.140844,0.43207678,21.577732,0.74947417,20.578848,0.65496546,20.33691,0.44939962
iDR3.SPLUS-s27s34.002316,54.537813823878594,-35.506902794772174,0.08884783,0.483752,1.9370536,"[0.41469476,0.6400091,0.7662908,0.888355]",8.549405,3,10.574543,18.277048,1.9887152,22.207687,1.8243489,21.448824,0.8129552,20.270378,0.4962438,23.17817,6.418409,99.0,21.161001,22.248474,1.6419559,99.0,20.941126,21.365732,0.6457429,21.507557,21.348658,99.0,21.907152,21.696276,1.1218845,20.085146,0.558526,20.42156,0.65245414
iDR3.SPLUS-s27s34.002318,54.559193647166836,-35.506815034446724,3.8533082E-4,0.29605353,1.4205626,"[1.7296367,3.316733,4.4449134,5.509732]",13.014758,9,10.906017,18.142286,2.5875804,20.413921,0.54919267,99.0,21.615349,99.0,20.651947,21.191442,1.6173997,20.591194,0.91215646,20.52111,0.5253267,20.22791,0.8325927,19.905733,0.26433483,21.80107,19.683872,19.972229,0.31013918,20.001934,0.37002724,19.229322,0.39843944,99.0,21.296223
iDR3.SPLUS-s27s34.002345,53.47586685801221,-35.503870034199245,0.023008075,0.4271586,1.7456838,"[1.6518577,2.9673207,3.696181,4.2411904]",10.949575,2,7.7037244,18.400955,2.4147425,20.858513,0.48642,20.41051,0.29028988,20.431725,0.5306098,20.434484,0.49217725,22.781715,4.160594,99.0,21.81472,21.02487,1.0541753,21.33679,0.5932741,21.03695,20.906887,21.44412,0.7226864,21.103184,0.6195548,20.173395,0.57076275,19.609316,0.29125017
iDR3.SPLUS-s27s34.043940,54.66162950848524,-34.164205104525585,0.3425198,0.5243432,2.1023562,"[1.2362416,3.8038833,4.60627,5.9898486]",0.0,1,7.406312,18.390942,0.9983081,21.915577,0.4682619,99.0,21.615349,23.754807,4.0730553,99.0,20.80195,21.97407,0.7190148,22.06799,0.4788447,21.407991,0.54316056,21.57232,0.27079272,21.835022,21.52954,21.920574,0.41098255,21.40808,0.2969238,21.348795,0.60539395,21.83188,0.80785006
iDR3.SPLUS-s27s34.002359,53.58507753080834,-35.50402515141071,0.007438959,0.21716595,1.2774099,"[1.4767028,2.7766595,3.8026202,6.2027426]",7.7127357,14,7.1265945,17.674726,1.9388199,21.791573,1.0142077,99.0,21.615349,99.0,20.651947,21.838776,1.5548049,99.0,21.161001,22.6464,1.9661837,21.322033,1.2067943,20.625385,0.2683931,20.930214,20.609152,20.961159,0.40317124,20.325623,0.26420453,19.308498,0.2259544,19.583242,0.24891555
iDR3.SPLUS-s27s34.002372,53.69738678374063,-35.5039655803729,0.35940316,0.19839454,1.2474965,"[1.6191214,4.3006234,5.707192,7.4585943]",6.6444564,3,8.26769,18.0271,1.2430991,21.357887,0.5101248,22.59812,1.4271481,24.393526,13.386097,99.0,20.80195,99.0,21.161001,22.880281,1.8136865,21.321627,0.89820546,20.363163,0.1577714,21.288391,20.798946,21.064121,0.33064926,21.18876,0.4342273,21.284916,1.0346037,20.34506,0.37375548
iDR3.SPLUS-s27s34.002374,53.80269704669798,-35.50442767772007,0.061404534,0.24370384,1.3222333,"[1.6548452,3.6988914,6.8561397,8.336645]",7.9878845,6,7.2981277,18.121254,1.535909,21.3182,0.52304983,99.0,21.615349,99.0,20.651947,99.0,20.80195,99.0,21.161001,22.161686,0.9904838,23.857374,9.789525,21.026945,0.30723432,21.442434,21.159033,20.841627,0.2862639,20.090527,0.16793159,19.766314,0.2720844,19.74381,0.22813454
iDR3.SPLUS-s27s34.002393,53.696525655682,-35.50324697251429,0.36663753,0.4595108,1.8501756,"[1.6223041,3.062406,4.2771254,6.608297]",0.0,1,9.613993,18.409021,1.2519865,99.0,21.470964,22.473495,1.2267221,24.266846,11.476386,22.909292,2.9826555,99.0,21.161001,99.0,21.81472,20.986298,0.63636327,20.813072,0.22936574,21.25428,20.608858,21.36855,0.42116085,21.304413,0.4652842,20.527758,0.49720323,20.408693,0.38180327
iDR3.SPLUS-s27s34.002411,53.80246519963075,-35.503277715494775,0.053989846,0.11629403,1.1315981,"[2.0509365,3.520543,4.839705,7.7162213]",8.977598,4,6.935409,18.085388,2.0028305,21.1287,0.58415294,99.0,21.615349,99.0,20.651947,99.0,20.80195,99.0,21.161001,20.642305,0.3261459,23.216953,7.227553,21.970015,0.9716156,21.513777,21.749676,20.715239,0.3385302,20.116344,0.22826256,19.04167,0.18599269,19.62714,0.27244794
iDR3.SPLUS-s27s34.002415,54.314628098315005,-35.50383440773187,0.37880102,0.4052965,1.6815102,"[1.5362084,3.2947373,5.0076733,8.642444]",7.1009417,4,7.0859547,18.19315,1.5413139,99.0,21.470964,21.842157,0.653131,20.986628,0.5367591,99.0,20.80195,23.567997,4.9871917,23.088585,1.9716,21.345371,0.8242954,21.563847,0.43187392,21.498615,21.411108,21.955326,0.6828401,20.542278,0.21650702,20.311787,0.38376674,20.22193,0.30259174
iDR3.SPLUS-s27s34.002416,54.31313912698353,-35.50390338730431,0.36873645,0.33202124,1.4970536,"[1.6776156,3.5185034,4.8549066,6.4025283]",6.8221765,3,8.016347,18.163502,1.3977962,22.707142,1.7512397,21.81983,0.6955458,22.70538,2.8155742,99.0,20.80195,99.0,21.161001,99.0,21.81472,99.0,20.941126,21.39893,0.40379602,21.353296,21.395279,20.569546,0.20869431,20.441816,0.21472275,21.189543,0.9346347,19.58706,0.18385562
iDR3.SPLUS-s27s34.002420,53.57661306262933,-35.501864796522504,0.3664165,0.5216586,2.090557,"[1.1031141,1.9217025,2.641856,3.3152046]",0.0,1,6.97979,18.39326,1.2472237,22.437782,0.89702505,22.030817,0.55701035,99.0,20.651947,21.65301,0.6443,22.257824,1.0952202,99.0,21.81472,20.742828,0.34841883,21.687963,0.348414,21.790133,22.002567,22.02368,0.5231049,22.033113,0.61932355,21.319777,0.6996409,21.100176,0.48984477
iDR3.SPLUS-s27s34.002427,53.41556440240848,-35.500518135455835,0.36812574,0.3666225,1.5788373,"[0.93172973,1.6208426,2.1183977,2.960721]",5.74336,1,7.484346,18.498964,1.2110927,21.777443,0.5825869,99.0,21.615349,99.0,20.651947,99.0,20.80195,99.0,21.161001,23.21154,1.9495288,22.97763,3.262983,22.260181,0.7128207,22.215816,22.045576,21.06955,0.26443425,21.465212,0.4444438,21.416588,0.92004806,22.150326,1.5487407
iDR3.SPLUS-s27s34.002441,54.411460617181774,-35.50283835896273,0.34569475,0.57745385,2.3666053,"[1.7349482,3.1771317,3.9883988,6.224689]",7.222293,1,7.3587275,18.433939,1.859485,21.395206,0.5122985,22.584011,1.3671548,99.0,20.651947,21.91551,1.1859227,99.0,21.161001,22.28483,1.0005804,21.270792,0.8179732,21.380033,0.38721514,21.821304,22.072672,20.822475,0.2565908,20.651619,0.25382408,20.734749,0.6001312,21.058603,0.69260937
iDR3.SPLUS-s27s34.002455,54.51952772159844,-35.50225202851495,0.015170819,0.26629406,1.3629439,"[1.1321354,1.9805809,2.6511185,4.092497]",8.152291,16,8.613871,17.369255,2.0035896,21.431664,0.87205887,99.0,21.615349,23.0943,6.48154,99.0,20.80195,22.943878,4.945055,20.547674,0.335443,22.470713,4.081872,20.640507,0.32366326,20.882318,20.612741,21.599644,0.86257005,20.499607,0.3642448,19.581358,0.34318155,21.192846,1.2951744
iDR3.SPLUS-s27s34.002483,54.281250163924724,-35.501327111630374,0.046319623,0.124435544,1.1421204,"[0.8438877,1.4974923,1.9453139,2.5382533]",4.324373,3,9.778311,18.094837,1.1083506,24.72279,12.369738,25.684061,26.788553,99.0,20.651947,99.0,20.80195,99.0,21.161001,26.351006,47.80322,99.0,20.941126,22.28189,1.003547,22.422722,22.565481,22.642857,1.543675,22.261044,1.2606733,20.60191,0.60143715,20.611616,0.5200381
iDR3.SPLUS-s27s34.002495,53.45279079184841,-35.498433750401446,0.45480123,0.2762639,1.381719,"[1.2414391,2.3087816,4.034049,5.247074]",5.710668,2,7.8909993,18.450731,1.1266173,99.0,21.470964,99.0,21.615349,99.0,20.651947,99.0,20.80195,22.61982,1.9360547,24.959162,10.235638,21.603756,0.96991616,21.497574,0.3719541,21.662315,21.766994,22.40373,0.94309705,21.439219,0.4558738,20.59538,0.45481133,20.587463,0.38666546
iDR3.SPLUS-s27s34.002497,54.947797391588665,-35.499031282888765,0.05317954,0.24058115,1.3167964,"[1.6605083,3.362729,4.8166056,7.917345]",7.6140733,9,6.6503854,17.97163,1.7854663,99.0,21.470964,22.019896,0.94469696,20.27397,0.3444328,20.848913,0.5267715,21.708874,1.1332892,99.0,21.81472,99.0,20.941126,21.083471,0.33927745,21.56326,21.03278,20.693655,0.26208547,20.202602,0.19574544,19.113792,0.15886714,19.045303,0.12755768
iDR3.SPLUS-s27s34.002502,54.461300148613056,-35.50042181088646,0.46041113,0.2290948,1.2971764,"[1.614713,3.6492653,6.301389,1.8354138]",6.2286983,1,8.078921,18.341816,1.1892048,21.725353,0.65456426,23.360931,2.633363,99.0,20.651947,23.192236,3.6302526,99.0,21.161001,99.0,21.81472,24.643272,17.246796,21.437586,0.38590834,21.87281,21.466928,23.078127,1.9230849,20.749598,0.26285326,20.20553,0.3492319,19.965786,0.23995507
iDR3.SPLUS-s27s34.002505,53.643614023102835,-35.49920840961364,0.003026899,0.23058444,1.2996877,"[1.1169572,2.0383055,2.5867577,3.0997508]",7.9034266,12,7.8650928,17.83055,2.0698392,27.380505,202.7554,22.012117,1.2938113,99.0,20.651947,20.936962,0.78577465,99.0,21.161001,99.0,21.81472,99.0,20.941126,21.417023,0.64297515,21.158054,99.0,21.755249,0.9685343,22.237938,1.7724497,22.444923,4.6821194,19.813482,0.35635436
iDR3.SPLUS-s27s34.002514,53.72185955143314,-35.49907740163306,0.36607552,0.3305179,1.4936919,"[1.6614262,2.9971957,4.8724384,6.55626]",0.0,1,8.529912,18.366922,1.5089791,99.0,21.470964,21.77863,0.7695217,21.998241,1.6914021,21.052294,0.6404279,99.0,21.161001,99.0,21.81472,21.473436,1.1739258,21.234959,0.399651,21.714111,21.390024,21.245628,0.4455114,20.592022,0.2856905,20.303127,0.47842422,20.067398,0.33008003
iDR3.SPLUS-s27s34.002524,53.491236242648554,-35.49742675897237,0.0037064748,0.37330794,1.59568,"[,4.320525,9.194659,13.640155,17.504446]",16.389408,13,8.863564,18.001059,3.8952682,99.0,21.470964,19.768799,0.31468037,19.143206,0.31872794,19.20116,0.30627155,18.631802,0.17824972,19.044333,0.15926407,19.121359,0.35465252,19.029768,0.13749862,20.353888,18.96523,18.891869,0.13376275,19.119528,0.19359376,18.305174,0.19928832,18.657814,0.23617539
iDR3.SPLUS-s27s34.002527,53.49811587991299,-35.49731149902636,2.073664E-4,0.23351163,1.3046513,"[2.0723572,3.9861367,7.3266015,9.582255]",8.328565,26,7.0122786,17.405062,2.1175187,20.57069,0.3504504,20.892569,0.42297804,20.212772,0.40792438,22.016014,1.9400653,24.75842,23.709667,19.810139,0.15410887,19.517616,0.2445462,19.590725,0.11038317,20.097744,19.704718,19.483274,0.110578544,18.77688,0.06795944,19.279222,0.23314247,19.072273,0.1650879
iDR3.SPLUS-s27s34.002573,53.41268168485528,-35.494731895942024,0.25698057,0.41644084,1.7136223,"[0.8820834,1.5387425,1.9441848,3.3598921]",0.0,1,9.693058,18.472775,1.2346325,99.0,21.470964,22.941113,1.932473,21.657896,1.0705328,99.0,20.80195,20.985455,0.52305996,99.0,21.81472,21.739536,1.3268206,21.556545,0.47426704,22.121998,22.009884,22.68545,1.4772855,22.698278,1.7512337,21.260471,1.010438,22.369513,2.403954
iDR3.SPLUS-s27s34.002581,54.71494130917852,-35.49664341478295,0.0073709646,0.2974115,1.4233083,"[1.1242974,2.1442144,2.7272408,3.2986987]",6.815576,10,9.40805,17.806774,2.4647532,20.93182,0.7258431,22.67764,3.2353232,19.95901,0.47891495,20.764439,0.8944165,21.126493,1.2216231,22.485104,2.620838,19.709667,0.42347133,20.564589,0.39591187,20.9796,20.491493,20.00719,0.26187688,20.291117,0.39495882,19.545448,0.43689877,99.0,21.296223
iDR3.SPLUS-s27s34.002594,54.507604077163236,-35.499180747691,6.9339905E-5,0.13213933,1.1522586,"[1.685463,3.0822418,4.176462,5.2952046]",12.565215,17,8.413727,17.886482,2.4237955,20.912796,0.69643784,22.661516,3.1123865,20.41391,0.7095803,99.0,20.80195,21.472166,1.6435317,22.17266,1.924424,20.015774,0.5492145,20.092527,0.2516545,20.662941,20.275394,20.23534,0.3167051,20.029982,0.3043544,19.532518,0.42207646,19.240103,0.27647835
iDR3.SPLUS-s27s34.002621,54.19369235880513,-35.49591205791845,1.327226E-4,0.06554729,1.0701451,"[1.403193,2.4811177,3.2287703,4.162935]",10.282442,25,8.553278,17.603168,2.2930205,20.155529,0.34399575,23.746027,8.36564,99.0,20.651947,20.251034,0.537284,99.0,21.161001,20.488947,0.4016884,21.022158,1.361309,20.727627,0.44870964,20.854107,20.653622,19.784111,0.2082272,19.84929,0.25554413,20.157808,0.74379486,19.307049,0.29155496
iDR3.SPLUS-s27s34.002625,53.49694220514096,-35.49340634431653,4.4080167E-4,0.3073722,1.443777,"[1.5595357,3.0059583,4.723689,7.8665752]",7.0703187,28,7.3442483,17.424278,2.213232,99.0,21.470964,21.129969,0.54675114,22.981459,5.3859487,20.889393,0.71323556,20.028,0.31788266,20.468784,0.29123595,20.221909,0.4817336,20.30795,0.22044756,20.587515,20.488483,19.752596,0.14645852,19.521326,0.13858357,19.002604,0.18712647,19.13073,0.1801348
iDR3.SPLUS-s27s34.002633,54.79620615559426,-35.49415259609475,0.3487023,0.48113608,1.9272875,"[,1.8337536,3.3379662,11.259322,11.5233135]",8.275382,1,6.584921,18.460361,1.9205523,99.0,21.470964,21.527487,0.53335947,99.0,20.651947,22.756165,2.643062,21.496098,0.8146196,21.974033,0.7746213,22.60907,2.8827717,20.962305,0.26917166,21.230698,21.473154,21.23897,0.38291582,21.166283,0.4171847,23.037596,5.129692,20.580437,0.45852062
iDR3.SPLUS-s27s34.043948,54.674466821066844,-34.16411244555472,0.36476648,0.19078577,1.2357666,"[0.97056556,2.207631,3.0419273,5.5772142]",0.0,1,6.562249,18.163319,0.92953575,21.992752,0.5309251,99.0,21.615349,22.45279,1.3055171,22.091373,0.8647272,24.672272,9.034759,22.76945,0.9649512,22.772522,2.0078902,21.880575,0.3794192,21.895653,21.567812,21.403315,0.2711368,21.43541,0.32229263,22.47854,1.8082553,21.247852,0.5001056
iDR3.SPLUS-s27s34.002634,55.06531102594503,-35.49252146764312,0.4734093,0.3711813,1.5902835,"[1.9099531,3.7392592,4.7621603,6.1565585]",8.772877,2,7.8387766,18.346222,1.8487203,22.634094,2.042946,99.0,21.615349,20.768147,0.5938221,99.0,20.80195,21.133152,0.73860574,23.383322,3.5889697,99.0,20.941126,20.776018,0.2834921,21.567974,20.72882,20.992056,0.38154328,21.874523,1.0065466,20.885395,0.89078903,20.073818,0.36204085
iDR3.SPLUS-s27s34.043958,53.872100435905175,-34.541947204960586,0.34242132,0.42195088,1.7299567,"[1.4865154,2.8127728,3.7575371,5.958097]",5.3234277,4,7.3352294,17.980398,1.6826957,22.204155,1.1727048,99.0,21.615349,21.953133,1.5004797,22.958155,3.2381215,99.0,21.161001,21.207733,0.38999972,99.0,20.941126,20.656837,0.21198328,21.252272,20.670433,20.834225,0.2753226,21.911266,0.8554002,19.817936,0.27302685,20.67244,0.5122483
iDR3.SPLUS-s27s34.002638,53.70004693692595,-35.49401299002037,0.36587104,0.35636628,1.5536788,"[1.0222634,3.096493,3.8811417,4.327676]",3.402078,1,8.487118,18.349606,0.72127926,99.0,21.470964,99.0,21.615349,23.10942,2.2280967,24.705612,8.681179,23.062609,1.8796748,99.0,21.81472,99.0,20.941126,22.119596,0.42750803,22.295147,22.216698,21.675802,0.31489745,21.361053,0.27519184,20.10656,0.19080128,20.82665,0.31415766
iDR3.SPLUS-s27s34.002640,54.85674887058935,-35.49364998278087,0.029466365,0.15154737,1.1786162,"[1.5410864,3.437703,5.0371523,8.289271]",4.6142983,21,7.058884,17.22606,2.2419708,99.0,21.470964,22.623173,2.3166316,99.0,20.651947,21.198013,1.0064982,99.0,21.161001,21.173355,0.5915952,19.753283,0.3333439,19.78552,0.14557986,20.265957,19.882063,19.319923,0.10512206,18.951738,0.087219596,19.672392,0.37026986,19.191877,0.20402698
iDR3.SPLUS-s27s34.043962,54.57943068852376,-34.160140206097495,0.44976783,0.6161973,2.6055055,"[,3.1540582,6.926944,9.112631,12.64343]",7.8056407,2,9.8482,18.340868,2.1072383,19.77781,0.16611831,20.36946,0.2571968,99.0,20.651947,99.0,20.80195,99.0,21.161001,19.983034,0.17822655,19.316889,0.20107588,20.412457,0.23484774,21.576849,21.95615,19.674847,0.13211735,20.487673,0.3212773,19.253227,0.2231296,99.0,21.296223
iDR3.SPLUS-s27s34.002653,54.857672828175794,-35.494940874915805,0.046202764,0.403441,1.6762801,"[1.4428036,2.769271,4.0860744,5.735602]",9.754838,9,7.6831336,17.696115,2.1092007,99.0,21.470964,22.3567,1.5536959,99.0,20.651947,99.0,20.80195,21.59383,1.2150885,21.150063,0.49618638,20.032055,0.36911196,20.650927,0.2758989,21.062878,20.781435,19.994232,0.16699584,20.245522,0.24454886,20.12573,0.48122263,19.985868,0.36263314
iDR3.SPLUS-s27s34.043963,54.01305386880499,-34.22975698702505,0.002222552,0.5758885,2.3578708,"[,2.364243,5.037104,7.5606346,13.527515]",14.10896,27,6.708341,17.85557,3.6131618,20.743877,0.51072204,20.231567,0.28704882,20.484116,0.6487352,19.595116,0.25414494,21.764713,1.816162,19.827152,0.1881686,19.89768,0.4163688,19.992804,0.19525418,20.349909,19.680393,19.82055,0.18410848,19.71113,0.19253035,20.03435,0.56223196,19.645151,0.3369355
iDR3.SPLUS-s27s34.043967,53.64273256621709,-34.22683408961465,0.0074165007,0.05558896,1.058861,"[1.6981678,3.2105145,4.633324,7.592719]",6.577168,20,6.522287,17.524794,2.0098512,23.789421,6.6857963,20.96832,0.44824108,20.196142,0.3973691,20.666252,0.5456359,21.12967,0.8167552,20.645271,0.32122833,99.0,20.941126,20.557108,0.2620549,20.608948,20.424053,20.200365,0.20867953,19.656435,0.14843732,19.263317,0.2232173,19.160233,0.1738437
