ID,RA,DEC,CLASS_STAR,ELLIPTICITY,ELONGATION,FLUX_RADIUS,FWHM,ISOarea,KRON_RADIUS,MU_MAX,A,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,r_aper_6,r_petro,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto
iDR3.SPLUS-s27s34.000016,53.47177064083596,-35.58249529440748,0.044706743,0.39579254,1.6550606,"[1.794812,4.822236,7.3669696,8.789112]",7.328053,5,8.704878,18.214378,1.5775801,21.749718,0.84277296,99.0,21.615349,24.676174,20.040762,24.613026,17.500404,99.0,21.161001,21.316582,0.50744593,21.935339,1.8597274,20.746782,0.26380336,21.213205,21.129868,20.19834,0.17640994,20.794195,0.35629293,19.543003,0.24469368,20.114077,0.35383546
iDR3.SPLUS-s27s34.042003,54.13628416729607,-34.561389939437454,0.482453,0.16648108,1.1997329,"[1.7535026,4.3548083,7.5855846,8.401931]",5.848122,3,7.062634,18.060125,1.4003218,99.0,21.470964,21.534256,0.5636853,99.0,20.651947,21.369318,0.7337528,24.26355,10.259147,21.522894,0.5069374,21.151503,0.7479828,21.847187,0.6175884,21.564474,21.822863,20.777029,0.25563163,20.238235,0.17793833,21.055866,0.82013685,19.550745,0.17646885
iDR3.SPLUS-s27s34.042025,53.752139908952344,-34.17635460357262,0.47386926,0.46062648,1.8540028,"[1.0480169,1.8997349,2.3930163,2.806685]",6.6350408,2,7.831315,18.342344,1.5133252,99.0,21.470964,99.0,21.615349,23.348288,4.783305,21.997023,1.278575,21.865723,1.1101245,23.737272,3.8091044,27.087036,172.88548,21.563713,0.4567541,21.611032,22.2906,21.023136,0.30726895,24.522,8.913771,24.088192,12.892079,20.964663,0.6236246
iDR3.SPLUS-s27s34.000018,53.68910613669444,-35.58363034847491,0.36481023,0.04445684,1.0465252,"[1.2303963,2.0406458,3.766879,4.5495696]",0.0,1,8.82086,18.199282,0.88733023,99.0,21.470964,99.0,21.615349,99.0,20.651947,26.680365,82.96177,99.0,21.161001,22.442575,1.0101545,23.80414,7.33767,21.763203,0.4740843,22.324955,22.642202,26.380596,36.631763,23.318403,2.564227,21.327919,0.89676625,20.575005,0.3847459
iDR3.SPLUS-s27s34.000032,53.445697944100104,-35.581516277125374,0.04957598,0.4035188,1.6764988,"[,3.869693,10.085039,13.428352,13.428352]",10.353149,8,8.910612,17.878304,2.2380588,99.0,21.470964,21.164816,0.6324715,19.636868,0.28107303,99.0,20.80195,20.278439,0.4571685,20.827934,0.46415043,20.020327,0.45875213,19.591143,0.13090473,20.69285,19.830465,19.500349,0.13305986,18.937424,0.09298365,19.532799,0.3469271,18.864025,0.16082302
iDR3.SPLUS-s27s34.042031,54.98918140504235,-34.163550472452265,0.0063257944,0.30948067,1.4481854,"[1.477633,2.777355,3.7642298,5.4160075]",5.8099365,27,6.8319826,17.067902,2.4442508,23.215118,4.16433,20.69368,0.3682493,20.324284,0.4713919,20.503149,0.5147582,21.235,0.9857595,20.34667,0.2676583,19.810387,0.33960816,19.52471,0.11180934,20.120415,19.750696,19.96537,0.1846974,19.464539,0.13546526,19.477959,0.29443732,19.331644,0.22049397
iDR3.SPLUS-s27s34.042035,53.844120922539396,-34.21757425960027,0.34417614,0.24986136,1.333087,"[1.4714066,2.829652,4.199041,5.552171]",7.3034267,2,8.162151,18.393318,1.4111242,21.333172,0.5537207,24.02316,5.8749876,99.0,20.651947,99.0,20.80195,99.0,21.161001,24.379887,7.8351965,21.037323,0.7512296,22.420555,1.1482627,21.742434,21.65373,21.345354,0.47185615,20.732508,0.31195995,20.187963,0.4103641,19.653109,0.21512434
iDR3.SPLUS-s27s34.042038,54.46831252617467,-34.17599825458292,0.25363547,0.18899477,1.2330377,"[1.1383907,2.1795669,3.557013,6.136776]",4.0003767,9,6.9890313,17.790398,1.3995072,21.515697,0.56350887,24.673822,9.19564,20.971807,0.5533873,22.324533,1.7540764,99.0,21.161001,22.143606,0.8931133,22.066858,1.7272176,21.34804,0.38263112,21.376291,21.12607,20.634567,0.2199168,20.302122,0.1872189,19.65991,0.22396584,20.041555,0.27184576
iDR3.SPLUS-s27s34.009228,55.09815781658075,-35.278148923604135,0.005155075,0.41948295,1.7226024,"[,3.9532943,13.831448,17.045382,20.213194]",15.393796,38,7.273869,17.544573,3.3688657,19.688335,0.22155403,19.625996,0.18857971,18.24737,0.09704247,18.882515,0.15395606,19.098097,0.18328917,19.264458,0.13037209,18.65604,0.15500551,18.516153,0.058179192,20.06195,18.545694,18.479078,0.062167227,18.273485,0.0595757,18.05834,0.106756054,99.0,21.296223
iDR3.SPLUS-s27s34.000048,53.521090852161386,-35.58138033514248,0.35085508,0.30629742,1.4415399,"[2.1979966,5.6052923,7.8688445,7.8688445]",0.0,0,9.056193,18.313917,1.3114741,23.046616,2.5977168,21.588451,0.6104317,20.196295,0.30814144,20.615395,0.41058546,99.0,21.161001,20.5955,0.24139777,21.45521,1.101639,20.399788,0.17662993,21.41217,20.386475,21.477972,0.5235853,21.884953,0.8943332,99.0,20.858423,20.98035,0.72614485
iDR3.SPLUS-s27s34.042050,53.82622068432146,-34.2147663288744,0.46349084,0.48135418,1.928098,"[1.3162341,2.4334922,4.7175107,6.468793]",5.7060533,2,8.0068,18.392273,1.3297968,23.653942,3.5977445,99.0,21.615349,23.05812,3.3487272,22.24946,1.4121048,99.0,21.161001,22.031292,0.6944529,21.005451,0.5623695,21.53872,0.39323926,21.972094,21.928486,22.619448,1.1707915,21.216465,0.37465775,20.495144,0.41909727,20.967201,0.55368596
iDR3.SPLUS-s27s34.000056,53.57976773650146,-35.581485273272136,0.35020924,0.41497827,1.7093382,"[1.0823053,1.675574,2.0005748,2.6732004]",0.0,0,8.760864,18.347998,0.7923802,22.544468,0.87777853,21.486355,0.30388254,21.555136,0.57578737,21.536907,0.51594627,99.0,21.161001,24.408653,4.298858,22.334682,1.3255831,22.216175,0.50159985,22.677277,22.186907,22.617702,0.80016595,99.0,21.821413,99.0,20.858423,21.110975,0.43888247
iDR3.SPLUS-s27s34.000066,53.73336549786371,-35.581555510037745,0.09666615,0.04630345,1.0485516,"[1.980281,5.902132,8.235158,8.235158]",6.104914,8,6.907617,17.833832,1.3725263,99.0,21.470964,21.836409,0.71685934,22.756155,2.9952257,21.321276,0.7237525,22.425632,1.9506733,21.715225,0.62354803,21.1521,0.7714904,20.409113,0.16575131,21.049107,20.525562,20.477129,0.19480768,20.139288,0.16670725,20.855133,0.7011685,19.113441,0.12157217
iDR3.SPLUS-s27s34.000078,53.608059570933676,-35.58046878686182,0.06618495,0.5028939,2.0116432,"[,1.8247724,3.1306603,4.3274655,12.122555]",9.337006,6,7.0147123,18.11171,2.2121327,99.0,21.470964,99.0,21.615349,20.46083,0.43022436,20.066648,0.272493,99.0,21.161001,99.0,21.81472,20.455982,0.48194844,20.832388,0.28736174,21.431993,21.290976,22.6745,1.7235812,21.004488,0.43536192,21.423508,1.3963376,19.447536,0.19467658
iDR3.SPLUS-s27s34.042057,54.18635383767869,-34.56191172455523,0.35574514,0.3067109,1.4423996,"[1.1450067,2.5586848,4.060422,4.6462793]",2.8978245,3,8.032329,17.797054,1.1562876,99.0,21.470964,23.318314,2.4866705,21.745674,1.0566543,22.36849,1.5769373,23.857193,6.065974,22.381695,0.95939994,22.31885,1.8792475,21.962833,0.59062684,22.424072,22.507174,22.08877,0.731868,20.611494,0.21555425,20.890926,0.6061167,20.63755,0.411438
iDR3.SPLUS-s27s34.042063,53.66172647386587,-34.561764840279345,0.4087534,0.31900656,1.468443,"[1.3188634,2.3770106,3.172947,7.842271]",7.529412,3,6.6240225,18.191532,1.5264416,24.434143,7.935625,99.0,21.615349,99.0,20.651947,24.984848,18.54264,21.54257,0.76802003,22.290487,0.9352724,21.172174,0.6950768,21.46518,0.39107275,22.051908,21.642183,23.130714,1.9941508,20.490868,0.20634079,20.226173,0.35206926,20.9088,0.5642969
iDR3.SPLUS-s27s34.042089,53.623620481964906,-34.175974478584166,0.37537184,0.44728833,1.8092617,"[1.8023162,3.0427864,4.221346,6.187895]",9.183764,2,8.290537,18.384672,2.2002487,20.882736,0.47910687,21.115477,0.53229827,22.035625,2.2258651,99.0,20.80195,20.766094,0.6299339,23.456497,4.5909867,22.082998,2.6912692,21.131992,0.47762996,21.147705,21.076153,20.599585,0.32335296,21.028017,0.5586576,99.0,20.858423,20.27232,0.5141137
iDR3.SPLUS-s27s34.042093,53.41572825450848,-34.55974359568393,0.3597803,0.5049057,2.019817,"[1.6977546,2.9748704,4.363946,5.269379]",7.871048,2,6.943254,18.194576,1.8707622,21.774097,0.7396267,21.819206,0.6920952,22.833923,3.1546335,21.840778,1.1483309,21.567877,0.875801,21.572493,0.53930694,21.301186,0.8722548,21.040705,0.29247478,21.209227,20.988346,21.569096,0.52415615,21.12432,0.40745708,20.923141,0.73249775,20.829145,0.575802
iDR3.SPLUS-s27s34.042103,53.48753166634921,-34.560644116663504,0.0031865023,0.22038269,1.2826806,"[1.9689765,5.0797915,7.6677766,9.291744]",8.689971,15,8.715971,17.849033,1.8078892,20.97892,0.5410538,20.694742,0.37459394,20.545029,0.58614993,99.0,20.80195,20.360023,0.4390642,20.869627,0.42942366,21.126059,1.1279571,19.984198,0.1683691,20.597042,20.237864,19.747375,0.14973238,19.325596,0.11879305,19.398598,0.27428952,19.311235,0.2168162
iDR3.SPLUS-s27s34.009255,55.096772306253136,-35.2739838193357,0.49448347,0.33704108,1.5083891,"[,8.166725,14.484051,15.169559,15.169559]",12.338592,2,9.493289,18.214153,2.5282598,23.274055,6.263671,19.176668,0.13103296,17.855045,0.071353674,18.176516,0.08508272,21.050056,1.1428571,19.378485,0.15121141,19.034906,0.2289391,18.421017,0.05571799,20.580751,18.19506,18.867367,0.09242584,18.284672,0.06286325,18.168688,0.12337487,21.91462,3.3126333
iDR3.SPLUS-s27s34.009257,55.100263890679244,-35.273977562356926,0.22160903,0.32019973,1.4710203,"[,3.9465296,10.511719,14.253892,17.29828]",14.253481,7,6.793731,17.824194,2.8830469,20.137981,0.2889956,99.0,21.615349,99.0,20.651947,99.0,20.80195,23.973164,13.896448,20.870625,0.49145496,18.601088,0.12760605,19.046598,0.08161146,20.426369,20.32312,18.973642,0.08437735,19.072514,0.10686538,18.238197,0.108797625,99.0,21.296223
iDR3.SPLUS-s27s34.000095,53.730159389062685,-35.58060578536306,0.009322524,0.11104065,1.1249108,"[,2.214315,6.6087723,10.448517,10.448517]",6.3877006,15,7.33221,17.619598,1.7414194,99.0,21.470964,21.799042,0.8925911,19.985624,0.30582604,20.09461,0.30414015,21.499783,1.0757759,20.772053,0.33846948,20.344591,0.4744249,19.800842,0.12239152,20.46203,19.701876,20.104252,0.17831959,19.352695,0.104594424,19.490911,0.25864384,18.900549,0.12887591
iDR3.SPLUS-s27s34.000100,53.47401733149632,-35.578331340298384,0.45165068,0.49797785,1.991944,"[1.2381738,3.0892541,5.801275,7.3300724]",5.245583,2,6.583429,18.112808,1.2442666,22.15157,0.65090287,99.0,21.615349,22.100632,1.0033417,22.554455,1.4053409,22.21784,1.0116097,21.933084,0.477329,22.221628,1.2898684,21.34527,0.24463065,21.442068,21.334547,21.34428,0.2700119,21.868637,0.5099869,21.48675,0.7773152,21.016378,0.4323248
iDR3.SPLUS-s27s34.000102,53.48213978521704,-35.5782557881357,0.39226976,0.10934085,1.122764,"[1.7234961,4.175406,6.626222,7.398759]",6.9509716,2,7.8232036,18.171492,1.2331265,21.325909,0.4862419,99.0,21.615349,20.10618,0.25930893,21.849613,1.1726817,21.155396,0.608415,99.0,21.81472,21.444977,1.00827,21.016056,0.28756213,21.61202,21.454054,20.794325,0.25921935,20.796106,0.30384716,21.693138,1.5001063,19.763908,0.21837829
iDR3.SPLUS-s27s34.000111,53.73368198922658,-35.578817441695044,0.4812427,0.4971093,1.9885036,"[1.5539856,5.364064,6.536057,7.171231]",5.96482,2,7.7750273,18.138725,1.4108098,25.17081,14.408526,99.0,21.615349,21.16643,0.587156,21.198416,0.5445613,99.0,21.161001,21.751076,0.5411964,99.0,20.941126,21.011866,0.24182658,21.408316,21.459574,21.393688,0.37867707,21.251442,0.3880316,20.63918,0.48295793,20.81299,0.48526576
iDR3.SPLUS-s27s34.000127,53.471915320933554,-35.57657927965272,0.19415681,0.34043783,1.5161573,"[1.4144504,2.666603,5.5080686,8.559719]",6.919875,5,6.8863177,18.064398,1.4266198,21.390423,0.4533303,99.0,21.615349,19.942274,0.19800451,99.0,20.80195,21.483221,0.7218669,22.480726,1.1050955,99.0,20.941126,21.14522,0.28447202,21.43085,21.090994,20.711487,0.2114024,20.156986,0.14885952,20.272549,0.35732982,20.485992,0.37212393
iDR3.SPLUS-s27s34.000132,53.45002931935675,-35.5761789355415,0.35673338,0.32555133,1.4826926,"[2.01972,4.3696833,7.5062876,9.888049]",2.1127765,2,7.9151864,18.050716,1.8141898,23.390099,4.183023,22.494717,1.6419088,19.130615,0.13781416,99.0,20.80195,19.596973,0.18941852,20.379797,0.23572034,20.27746,0.44512573,20.860924,0.32126746,21.211079,20.875729,20.184956,0.19099054,19.759073,0.15129025,19.534258,0.26618826,21.923813,2.0527732
iDR3.SPLUS-s27s34.000144,53.73471950714709,-35.577195180443134,0.35489634,0.2568496,1.3456225,"[1.3305116,2.1512516,3.771182,4.717549]",5.9709477,2,8.610154,18.145906,1.161734,99.0,21.470964,21.449198,0.47333264,21.003948,0.5653059,21.289604,0.66080207,99.0,21.161001,23.141422,2.1732967,21.271852,0.80884445,21.296572,0.35076243,22.602581,23.097227,21.192036,0.3518991,21.33264,0.4675331,21.075962,0.8066435,20.971025,0.6277599
iDR3.SPLUS-s27s34.000148,53.73351776523801,-35.57696254968783,0.35517582,0.34633672,1.5298398,"[1.563025,3.0467498,6.845161,8.363025]",8.393104,2,7.259648,17.992283,1.7352684,99.0,21.470964,99.0,21.615349,20.623234,0.46472475,19.891691,0.21580878,99.0,21.161001,21.439774,0.530113,20.390766,0.4202662,20.771538,0.2525667,21.479843,20.992134,21.282988,0.44562283,21.242294,0.50165033,19.302174,0.18485738,20.564598,0.5037957
iDR3.SPLUS-s27s34.000159,53.721076703582405,-35.5764478443685,0.32579622,0.5914134,2.4474614,"[1.765253,2.9456863,3.664656,4.776887]",6.727924,3,9.007888,18.31996,1.762812,99.0,21.470964,22.413683,1.3333105,21.48286,1.0206132,19.763681,0.19262749,22.362602,2.018798,22.28699,1.1567051,20.801022,0.6129241,21.519535,0.502368,22.024704,22.762905,22.167072,1.005352,21.739841,0.7938017,19.323076,0.18870656,20.628418,0.53506476
iDR3.SPLUS-s27s34.000214,53.78166874742886,-35.57432748177485,0.36691737,0.40133888,1.6703941,"[1.1909002,2.5301535,3.6609836,4.3984213]",0.0,1,8.162997,18.427828,0.8458721,22.266243,0.68714684,24.35734,4.1969852,23.028484,2.2283416,24.548056,8.109319,99.0,21.161001,26.652193,33.87897,99.0,20.941126,21.877527,0.3692759,21.617271,22.146193,22.270636,0.5843043,21.271656,0.27323216,21.481998,0.7223192,22.580381,1.6986
iDR3.SPLUS-s27s34.009314,55.09484664135449,-35.27225690136347,0.023397123,0.19970405,1.2495377,"[,5.296115,13.094854,15.1430855,15.1430855]",5.7985215,15,8.940287,17.57264,2.5238476,21.825924,1.7045935,19.050777,0.120591134,17.364666,0.04775525,17.819912,0.06380857,99.0,21.161001,19.153399,0.12698601,19.624786,0.4057856,18.53169,0.063567795,20.24643,18.255323,19.22237,0.13190585,18.352654,0.06901373,18.832972,0.23409258,23.580662,15.863107
iDR3.SPLUS-s27s34.009324,54.932363001863706,-35.27280517097436,0.4543326,0.3201096,1.4708253,"[2.1121912,5.852785,7.5733223,9.039826]",8.279239,2,7.9074316,18.302021,1.6785501,21.468315,0.6698658,21.070972,0.41839302,25.416424,40.789314,21.097486,0.6841516,99.0,21.161001,21.411816,0.5481232,99.0,20.941126,20.63907,0.23926407,21.839094,21.110512,20.249323,0.18499123,20.630033,0.3033713,21.298054,1.227688,20.624279,0.5663047
iDR3.SPLUS-s27s34.009360,53.376129810261325,-35.27027245981042,0.3648687,0.12978399,1.14914,"[1.8339863,3.427408,5.7285547,7.099229]",8.193117,1,8.178884,18.218332,1.4683584,99.0,21.470964,21.162767,0.4527496,99.0,20.651947,21.772783,1.3369074,99.0,21.161001,21.324242,0.5322893,99.0,20.941126,21.47055,0.53774786,21.360346,21.898558,21.061432,0.40769625,20.35972,0.24862063,19.804285,0.32104644,20.757477,0.6604083
iDR3.SPLUS-s27s34.009373,54.417577876094235,-35.272985623011174,0.1941654,0.38595933,1.6285566,"[1.5513496,4.3691435,6.3407874,8.526587]",5.395121,7,8.357693,17.814123,1.664636,20.597443,0.30432165,99.0,21.615349,99.0,20.651947,99.0,20.80195,24.79507,19.774958,20.75515,0.29581377,21.21552,0.93631023,21.345915,0.4622613,21.899342,23.168503,21.576246,0.63045317,20.311817,0.22606783,19.81645,0.3141876,19.874557,0.28380725
iDR3.SPLUS-s27s34.009389,54.42316714141751,-35.2725132776235,0.05356369,0.23481,1.306865,"[1.539992,3.0848234,4.567956,7.7862053]",8.18046,7,7.0878987,18.118431,1.5634878,22.029278,1.0044101,22.978788,2.152066,99.0,20.651947,22.694296,2.5904434,22.93108,3.1539273,21.727037,0.64043885,21.009666,0.68777597,20.745497,0.23657006,21.3106,20.74183,21.086422,0.356924,20.752298,0.30050325,99.0,20.858423,19.85676,0.24774289
iDR3.SPLUS-s27s34.009400,54.46645948552466,-35.27214301861863,0.3508727,0.09876877,1.1095932,"[1.3993092,2.6001387,4.0226836,5.196555]",6.755147,2,7.2223344,18.274673,1.1916939,22.506165,1.3171322,21.329998,0.4036049,20.768694,0.43379226,21.624575,0.82352906,21.693083,0.8585911,21.600132,0.48324937,99.0,20.941126,21.499804,0.399258,21.23111,21.253654,99.0,21.907152,22.405249,1.161323,21.192078,0.8340211,20.017221,0.24294728
iDR3.SPLUS-s27s34.009404,53.56530711855744,-35.27018812389864,0.06963328,0.356003,1.5528022,"[1.8950838,3.5037944,5.4813275,7.755188]",10.045889,9,7.5498214,18.100674,2.0902889,99.0,21.470964,21.605038,0.7924344,99.0,20.651947,99.0,20.80195,20.734053,0.5604982,21.434402,0.6537192,22.172031,2.674172,20.723715,0.3023563,21.403944,20.82342,20.625486,0.30502996,20.0909,0.21717793,20.071335,0.46358368,19.494505,0.23381889
iDR3.SPLUS-s27s34.009429,55.0312017804729,-35.26838052255356,0.4635162,0.4731406,1.8980395,"[1.2978342,2.1160607,2.5046632,6.0322313]",5.5025625,2,8.242795,18.391874,1.2730571,99.0,21.470964,23.359125,2.3825514,99.0,20.651947,21.978804,1.0820084,21.734077,0.84703094,22.163307,0.76971847,25.196201,26.037756,22.096169,0.6390805,23.788986,23.010017,22.384995,0.9197189,99.0,21.821413,21.572182,1.1080867,20.69417,0.4237412
iDR3.SPLUS-s27s34.009431,55.0557603977764,-35.26824876150913,0.014984305,0.28091747,1.3906609,"[,1.8956957,4.300582,9.162224,11.027595]",9.431602,12,7.0530577,17.81646,2.0063639,21.41381,0.69313854,21.026491,0.43650395,99.0,20.651947,99.0,20.80195,99.0,21.161001,21.24934,0.5172626,20.301594,0.44973534,20.715237,0.27976897,21.189987,21.359045,21.610405,0.7025278,20.078522,0.19993581,19.580883,0.27691233,19.306087,0.18426536
iDR3.SPLUS-s27s34.009464,55.02383280400064,-35.26724264047069,0.043457203,0.24096298,1.3174589,"[1.3957651,2.3701432,3.0840905,4.7576017]",8.274391,4,6.528878,18.275017,1.5877049,22.141445,1.0175989,23.086723,2.1718836,99.0,20.651947,99.0,20.80195,21.02941,0.5201511,99.0,21.81472,20.156319,0.29711574,21.449476,0.4131626,21.667854,21.561993,21.197548,0.36206493,20.48975,0.21961042,20.306316,0.4056367,20.705948,0.50155205
iDR3.SPLUS-s27s34.009483,54.983633188125516,-35.26694967791211,0.021049112,0.23826241,1.3127881,"[1.2965052,2.5780835,4.117453,6.730639]",5.1619763,10,6.861504,17.823538,1.5733675,21.252014,0.47370958,23.925838,4.9481864,99.0,20.651947,99.0,20.80195,22.113588,1.4667318,22.643902,1.4664375,21.152014,0.7724848,21.317417,0.38437706,21.577063,21.797668,20.72829,0.24742408,20.03703,0.15207034,19.987532,0.31759563,19.988922,0.2722608
iDR3.SPLUS-s27s34.009492,53.39245343682212,-35.26578732367804,0.001446535,0.2003811,1.2505958,"[,2.6263657,6.2029476,9.906253,12.942219]",14.256853,22,7.874642,17.788227,2.6589081,21.331738,1.0034037,21.411419,0.96631587,20.490688,0.7462344,99.0,20.80195,20.336922,0.5803066,20.09539,0.28524432,19.980114,0.532406,19.557781,0.15404211,20.450804,19.270716,19.36731,0.14286128,19.236824,0.14741452,19.211006,0.31111446,18.670876,0.16229653
iDR3.SPLUS-s27s34.009604,54.00307241546659,-35.26472396042917,0.46261805,0.24017018,1.3160841,"[0.97910666,1.88118,4.177644,5.1088243]",0.0,1,7.2823277,18.42372,0.8514707,22.619156,0.9649181,99.0,21.615349,20.998808,0.35791188,99.0,20.80195,99.0,21.161001,99.0,21.81472,22.184797,1.1358719,22.184326,0.49770242,22.26562,22.936514,21.684904,0.34810984,21.091175,0.23205626,20.897703,0.42481884,21.04009,0.4142284
iDR3.SPLUS-s27s34.009621,53.36567220999916,-35.261103228574534,0.4604032,0.33670497,1.5076247,"[0.8037036,1.3018999,1.6371397,2.1747053]",5.27703,5,6.5378685,17.792488,1.3513467,99.0,21.470964,22.559322,1.0454557,21.987629,1.1125097,99.0,20.80195,19.64226,0.123987176,22.968163,1.5466497,99.0,20.941126,22.28461,0.7287509,21.72926,21.3942,99.0,21.907152,21.943645,0.6831503,23.837807,8.402148,21.685022,0.9932716
iDR3.SPLUS-s27s34.009625,53.408012231421054,-35.26136652445682,0.111291274,0.22136205,1.284294,"[1.3254967,2.0680194,2.7410758,4.1643667]",8.367116,9,6.736719,17.735685,1.5850341,20.46333,0.2278391,99.0,21.615349,20.155113,0.27916473,21.672743,1.0161358,22.684395,2.5185928,22.293255,1.0797083,20.909489,0.62861544,20.545618,0.19215089,21.062614,21.129856,20.567165,0.21643843,20.562605,0.2504622,20.073763,0.34556046,23.296377,5.7396965
iDR3.SPLUS-s27s34.009631,54.911993600364355,-35.262040737464474,0.46504653,0.30210024,1.4328705,"[1.1299944,1.8171521,2.508361,4.2406406]",6.1241884,2,7.1832423,18.34594,1.2291541,25.714737,22.369745,22.29787,0.86569464,24.91743,17.275774,99.0,20.80195,99.0,21.161001,99.0,21.81472,99.0,20.941126,22.311974,0.74667734,22.315208,22.142723,22.239477,0.77109647,20.746172,0.22716178,20.543753,0.41255283,20.490854,0.3364789
iDR3.SPLUS-s27s34.009710,55.02118616527404,-35.258844647599254,0.030755574,0.23287529,1.3035691,"[1.4195669,3.0584064,5.6509013,6.5008483]",7.61963,4,8.1546335,18.067383,1.4552815,22.136929,1.1631274,22.429243,1.362646,21.512117,1.0561725,20.656263,0.43292242,99.0,21.161001,21.588722,0.61004394,20.365927,0.41228414,21.56082,0.52508605,21.739584,21.56965,21.909912,0.79873025,20.961689,0.3883259,21.096914,0.9622475,19.907278,0.27634007
iDR3.SPLUS-s27s34.009770,53.52391898810919,-35.25728522162875,0.059926566,0.2713765,1.372451,"[1.939281,4.1497073,7.261742,9.981518]",8.49596,4,7.9111333,18.291243,1.6635863,99.0,21.470964,22.796894,2.0887978,20.694223,0.5462955,24.706722,19.464788,99.0,21.161001,20.430138,0.22960766,21.30281,1.0606936,20.89001,0.31090963,21.441742,21.11576,20.899885,0.34635907,20.466866,0.2706812,19.913008,0.35383022,20.31154,0.4371352
iDR3.SPLUS-s27s34.009798,53.550210899519456,-35.25672871732621,0.02688527,0.39845234,1.6623787,"[1.9627998,4.4502106,6.522635,9.565753]",8.263489,10,7.967138,17.832453,2.1103756,21.271488,0.67291325,22.361303,1.6401815,21.334692,1.1491057,21.42867,1.1183405,23.54756,7.6875873,20.829348,0.38768464,21.29807,1.2375749,20.048676,0.16838096,20.814346,20.458286,20.266123,0.22686988,19.784393,0.16952895,19.289042,0.23381156,19.822842,0.32688677
iDR3.SPLUS-s27s34.009803,53.59919255172854,-35.256739058167824,0.067564115,0.23138827,1.301047,"[1.3323131,2.7285182,4.4456897,5.6288967]",5.975678,7,7.851936,17.892097,1.4254074,23.131477,2.803992,22.209805,1.0762081,24.101341,11.01962,21.531082,0.9168415,99.0,21.161001,22.285692,1.101821,23.19594,5.284841,21.2408,0.37732628,21.783907,21.775703,99.0,21.907152,20.504807,0.24563543,19.89877,0.3072427,19.964348,0.27937692
iDR3.SPLUS-s27s34.009849,53.987044617873686,-35.25640942935033,0.008735708,0.3684234,1.5833392,"[1.1233983,2.048475,3.1532705,4.4653053]",7.753269,9,6.993026,17.870226,1.6317546,21.68431,0.6802802,21.088583,0.35536885,99.0,20.651947,21.106098,0.56440604,99.0,21.161001,21.249285,0.3857811,22.746115,3.1676412,21.520632,0.44990134,21.64603,21.889992,21.663061,0.56599104,21.072914,0.37851983,20.444456,0.46554673,20.078075,0.28485566
iDR3.SPLUS-s27s34.009850,53.54727285662052,-35.254656406634375,0.50911945,0.24560136,1.3255591,"[1.2930884,2.9574864,4.2779093,6.151364]",5.2738047,5,7.6974254,17.856348,1.4577848,99.0,21.470964,23.548494,3.6364923,21.332804,0.8555425,21.169016,0.6575794,21.281662,0.7137954,22.728605,1.6540806,22.023779,1.7952057,20.72411,0.23318335,21.467207,20.652573,20.245604,0.16636156,20.453136,0.23334639,20.805641,0.70077735,20.2692,0.3668012
iDR3.SPLUS-s27s34.042162,53.754737188059096,-34.53806215989261,2.2657662E-4,0.4793297,1.9206011,"[,3.4640977,7.1559606,9.313903,12.349805]",17.029846,27,8.170447,17.815113,3.934515,21.922352,2.2075818,20.021986,0.3446566,20.9841,1.4986606,19.827736,0.44916317,19.71017,0.39493746,19.893555,0.28670448,19.303366,0.34597445,19.19358,0.13521121,20.283314,19.197765,19.239761,0.15573123,18.875267,0.12951338,18.944456,0.3008218,18.817265,0.22936712
iDR3.SPLUS-s27s34.042164,54.11085468012904,-34.17718547494745,0.35818112,0.6764895,3.0910897,"[1.3641456,2.3199668,4.2840657,5.008398]",6.2579703,2,8.23658,18.315954,1.8442659,26.33313,46.254112,22.501223,1.2176286,21.317448,0.7400898,21.686007,0.9543754,99.0,21.161001,22.951912,1.8349363,20.541,0.41629216,21.421442,0.3990048,21.955748,21.693974,21.53016,0.48667073,21.727907,0.67493415,21.00856,0.7516093,21.228367,0.7884669
iDR3.SPLUS-s27s34.042182,53.52526119522349,-34.56186061210684,0.32460526,0.32940525,1.4912136,"[1.6361648,3.0749645,4.526754,6.8356285]",8.911876,3,6.5277505,18.199867,1.8183929,21.307728,0.5207022,22.749561,1.7530398,20.165775,0.29718855,20.26915,0.28831398,21.382933,0.77858907,22.144623,0.96106166,20.596317,0.48137987,20.608196,0.20813021,21.200201,20.620523,21.171305,0.38484976,20.53073,0.25036225,20.287773,0.43500638,20.664438,0.52680206
iDR3.SPLUS-s27s34.042188,54.93994479142035,-34.21640094687634,0.3652658,0.13655323,1.158149,"[1.2789404,2.2539666,2.7284942,3.6938071]",6.6518903,1,7.483774,18.286705,1.1990811,22.43092,1.2484226,99.0,21.615349,21.58317,0.9249365,23.340326,4.1320295,99.0,21.161001,22.579454,1.2348441,20.665373,0.44238615,21.209969,0.3122971,21.439526,21.138468,21.345457,0.39037177,21.915972,0.7671673,21.716343,1.3812977,20.947046,0.58361113
